"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-04-01","127.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-05-01","141.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-06-01","124.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-07-01","131.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-08-01","143.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-09-01","120.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-10-01","136.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-11-01","115.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2018-12-01"," 74.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-01-01","135.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-02-01","129.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-03-01","128.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-04-01","118.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-05-01","139.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-06-01","113.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-07-01","131.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-08-01","128.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-09-01","128.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-10-01","126.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-11-01","107.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2019-12-01"," 75.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-01-01","135.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-02-01","111.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-03-01"," 78.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-04-01"," 15.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-05-01"," 41.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-06-01"," 70.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-07-01"," 83.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-08-01"," 77.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-09-01"," 95.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-10-01"," 98.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-11-01"," 97.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2020-12-01"," 70.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Sales, retail, marketing & advertising","Sales, retail, marketing & advertising","2021-01-01","115.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-05-01","100.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-06-01"," 89.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-07-01"," 90.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-08-01","103.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-09-01"," 83.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-10-01"," 94.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-11-01"," 94.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2007-12-01"," 78.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-01-01","108.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-02-01"," 98.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-03-01"," 95.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-04-01","112.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-05-01","118.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-06-01","111.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-07-01","133.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-08-01","126.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-09-01","121.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-10-01","113.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-11-01","101.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2008-12-01"," 57.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-01-01"," 89.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-02-01"," 68.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-03-01"," 70.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-04-01"," 64.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-05-01"," 69.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-06-01"," 70.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-07-01"," 77.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-08-01"," 65.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-09-01"," 74.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-10-01"," 75.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-11-01"," 69.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2009-12-01"," 54.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-01-01"," 75.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-02-01"," 73.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-03-01"," 76.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-04-01"," 74.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-05-01"," 74.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-06-01"," 70.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Other","Other","2010-07-01"," 91.1","Index","12-02-21"
